	EmployerName	Address	CompanyNumber	SicCodes	DiffMeanHourlyPercent	DiffMedianHourlyPercent	DiffMeanBonusPercent	DiffMedianBonusPercent	MaleBonusPercent	FemaleBonusPercent	MaleLowerQuartile	FemaleLowerQuartile	MaleLowerMiddleQuartile	FemaleLowerMiddleQuartile	MaleUpperMiddleQuartile	FemaleUpperMiddleQuartile	MaleTopQuartile	FemaleTopQuartile	CompanyLinkToGPGInfo	ResponsiblePerson	EmployerSize	CurrentName	SubmittedAfterTheDeadline	DueDate	DateSubmitted
648	CONTRACT SOLUTIONS (GRAMPIAN) LTD	"Amicable House, 252 Union Street,
Aberdeen,
Aberdeenshire,
AB10 1TN"	SC368758	82990	6.6	0.0	0.0	0.0	0.0	0.0	21.0	79.0	42.0	58.0	0.0	100.0	60.0	40.0		Laura Sutherland (Director)	250 to 499	CONTRACT SOLUTIONS (GRAMPIAN) LTD	False	05/04/2019 00:00:00	15/03/2019 14:43:52
654	COQUET TRUST 	"23, Lansdowne Terrace,
Gosforth,
Newcastle Upon Tyne,
NE3 1HP"	06251078	"87200,
88100"	-4.1	0.0	0.0	0.0	100.0	100.0	30.0	70.0	26.7	73.3	30.0	70.0	33.3	66.7		Alison Buddles (Trust Manager)	250 to 499	COQUET TRUST 	False	05/04/2019 00:00:00	15/03/2019 10:57:16
657	Cornerstone Community Care	"Centurion Court,
North Esplanade West,
Aberdeen,
Scotland,
AB11 5QH"	SC070762	"87300,
88100,
88910,
88990"	-0.4	0.0	0.0	0.0	0.0	0.0	25.3	74.7	19.2	80.8	18.8	81.2	20.4	79.6	https://www.cornerstone.org.uk/about-us/news/105-gender-pay-gap-statement	Mairi Martin (Leader of Exceptional Services (Cornerstone Central))	1000 to 4999	Cornerstone Community Care	False	05/04/2019 00:00:00	26/02/2019 14:22:40
662	COSTA LIMITED	"Whitbread Court Houghton Hall,
Business Park Porz Avenue,
Dunstable,
Bedfordshire,
United Kingdom,
LU5 5XE"	01270695	"10832,
56101"	7.6	0.0	35.4	8.6	86.0	88.0	33.9	66.1	33.9	66.1	32.9	67.1	42.4	57.6		Louise Smalley (Group HR Director)	5000 to 19,999	COSTA LIMITED	False	05/04/2019 00:00:00	03/01/2019 15:22:36
665	COTE RESTAURANTS LIMITED	"61 Berners Street,
2nd Floor,
London,
United Kingdom,
W1T 3NJ"	05982915	56101	-0.6	0.0	18.3	29.4	7.2	4.7	60.1	39.9	68.3	31.7	69.2	30.8	69.4	30.6	https://www.cote.co.uk/statements/gender-pay-gap-report-2017-co%cc%82te-restaurants-limited/	Kirsten Price (Talent Director)	1000 to 4999	COTE RESTAURANTS LIMITED	False	05/04/2019 00:00:00	21/03/2019 12:41:34
681	CRAGHOPPERS LIMITED	"Risol House,
Mercury Way Dumplington,
Urmston,
Manchester,
United Kingdom,
M41 7RR"	03057810	"46420,
47910"	26.2	0.0	86.7	6.1	77.0	76.7	44.0	56.0	7.0	93.0	15.0	85.0	33.0	67.0	https://cdn.craghoppers.com/img/SS19/UK/misc/GenderPayGap/GenderPayGap-Craghoppers.pdf	David Holt (Chief Operating Officer)	250 to 499	CRAGHOPPERS LIMITED	False	05/04/2019 00:00:00	08/03/2019 13:53:59
696	CROFTWOOD CARE UK LIMITED	"238, Station Road,
Addlestone,
Surrey,
United Kingdom,
KT15 2PS"	10721289	87300	-5.3	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0	30.0	70.0	8.0	92.0		John Alflatt (Finance Director)	1000 to 4999	CROFTWOOD CARE UK LIMITED	False	05/04/2019 00:00:00	08/03/2019 12:10:37
713	CYCLE TRAINING UK LIMITED	"Arch16 Almond Road,,
London,
England,
SE16 3LR"	04369994	96090	0.0	0.0	0.0	0.0	0.0	0.0	58.1	41.9	58.1	41.9	58.1	41.9	58.1	41.9		Melanie de Villiers (Finance Manager)	Less than 250	CYCLE TRAINING UK LIMITED	False	05/04/2019 00:00:00	09/04/2018 18:41:59
718	D.G.F. LIMITED	"66 Pembroke Gardens,
Wellesbourne,
Warwickshire,
United Kingdom,
CV35 9PX"	03440835	78300	0.0	0.0	0.0	0.0	43.0	89.0	74.0	26.0	75.0	25.0	97.0	3.0	94.0	6.0		Antoinette Mulcahy (Managing Director)	500 to 999	D.G.F. LIMITED	False	05/04/2019 00:00:00	14/01/2019 09:40:57
730	DAVE WHELAN SPORTS LIMITED	"Whelco Place Enfield Industrial Estate,
Enfield Street Pemberton,
Wigan,
Lancashire,
United Kingdom,
WN5 8DB"	06846128	"47710,
93130"	13.3	0.0	23.3	7.7	22.2	16.1	52.0	48.0	40.0	60.0	43.0	57.0	61.0	39.0		Ruth Akesson (Head of HR)	1000 to 4999	DAVE WHELAN SPORTS LIMITED	False	05/04/2019 00:00:00	12/03/2019 14:10:39
733	DAVIOT CARE LIMITED	"Caulfield House,
Cradlehall Business Park,
Inverness,
United Kingdom,
IV2 5GH"	SC366490	86900	-0.8	0.0	0.0	0.0	0.0	0.0	13.7	86.3	16.3	83.7	19.4	80.6	18.7	81.3	http://www.meallmorelodge.co.uk/	Susan Land (Payroll Team Leader)	250 to 499	DAVIOT CARE LIMITED	False	05/04/2019 00:00:00	14/03/2019 13:45:29
734	DAWAT-E-ISLAMI UK 	"Dawate E Islami Uk Head Office, Cannon Street,
Bolton,
England,
BL3 5AP"	05441337	94910	4.1	0.0	50.5	45.2	97.5	96.2	86.0	14.0	86.0	14.0	66.0	34.0	75.0	25.0		Imran Khan (HR Lead)	250 to 499	DAWAT-E-ISLAMI UK 	False	05/04/2019 00:00:00	01/05/2018 12:26:15
742	DEAN HEALTHCARE SOUTH WEST LTD	"The Carlson Suite, Vantage Point Business Village,
Mitcheldean,
Gloucestershire,
GL17 0DD"	05612752	"78200,
82990"	0.0	1.7	46.4	47.1	66.7	37.1	30.0	70.0	13.3	86.7	31.7	68.3	25.8	74.2		D . (Finance)	250 to 499	DEAN HEALTHCARE SOUTH WEST LTD	False	05/04/2019 00:00:00	31/01/2019 16:17:53
743	DEBENHAMS RETAIL PLC	"10 , Brock Street,
Regent's Place,
London,
NW1 3FG"	00083395	"47710,
47721,
70100"	19.6	0.0	54.9	14.4	25.4	31.5	30.0	70.0	22.0	78.0	18.0	82.0	22.0	78.0	http://sustainability.debenhamsplc.com/wp-content/uploads/2018-Gender-Pay-Gap-Report.pdf	Sally Hyndman (HR Director)	20,000 or more	DEBENHAMS RETAIL PLC	False	05/04/2019 00:00:00	29/11/2018 14:11:27
746	DEELAND LIMITED	"101, Mill Lane,
Newbury,
Berkshire,
RG14 5RE"	03554991	82990	3.5	0.0	78.0	0.0	30.0	10.0	33.0	67.0	75.0	25.0	50.0	50.0	20.0	80.0	http://www.servicemasternewbury.co.uk	Janet Grieve (HR Manager)	250 to 499	DEELAND LIMITED	False	05/04/2019 00:00:00	11/04/2018 08:58:00
761	Department Of Work And Pensions	"Caxton House,
6-12 Tothill Street,
SW1H 9NA"		1	4.9	0.0	9.9	4.8	89.0	93.0	33.2	66.8	31.5	68.5	30.3	69.7	36.7	63.3	https://www.gov.uk/government/publications/dwp-gender-pay-gap-report-and-data-2018		20,000 or more	Department Of Work And Pensions	False	31/03/2019 00:00:00	19/12/2018 14:06:47
777	DIEBOLD NIXDORF (UK) LIMITED	"One, The Boulevard,
Cain Road,
Bracknell,
Berkshire,
United Kingdom,
RG12 1WP"	03841833	"27900,
62090"	0.0	-10.0	10.0	-10.0	31.0	40.0	78.6	21.4	85.7	14.3	71.4	28.6	79.9	20.1	https://www.dieboldnixdorf.com/en-us/about-us/corporate-responsibility	Paul Young (Senior Director Finance)	500 to 999	DIEBOLD NIXDORF (UK) LIMITED	False	05/04/2019 00:00:00	22/03/2019 15:46:32
778	DIESEL (LONDON) LIMITED	"55, Argyle Street,
London,
WC1H 8EE"	03005257	"46420,
47710,
47721"	0.1	0.0	-4.0	21.3	71.4	60.6	48.8	51.2	50.0	50.0	48.8	51.2	49.4	50.6		Fernando Destefanis (European HR Director)	250 to 499	DIESEL (LONDON) LIMITED	False	05/04/2019 00:00:00	09/10/2018 14:44:12
820	DUKERIES HEALTHCARE LIMITED	"Ye Olde Bell,
Barnby Moor,
Retford,
Nottinghamshire,
United Kingdom,
DN22 8QS"	03445393	87900	14.5	0.0	0.0	0.0	0.0	0.0	9.6	90.4	6.5	93.5	16.1	83.9	14.0	86.0	http://www.dukerieshealthcare.co.uk/	Jackie Brayford (Operations Director)	250 to 499	DUKERIES HEALTHCARE LIMITED	False	05/04/2019 00:00:00	04/03/2019 13:52:49
845	Eastbourne Borough Council	"Town Hall,
Grove Road,
BN21 4UG"		"1,
84110"	3.5	0.0	38.0	47.4	1.3	2.6	48.0	52.0	62.0	38.0	38.0	62.0	48.0	52.0			500 to 999	Eastbourne Borough Council	False	31/03/2019 00:00:00	20/03/2019 15:59:05
846	EASTERN COUNTIES LAUNDRIES LIMITED	"28 Robjohns Road,
Widford Industrial Estate,
Chelmsford,
Essex,
United Kingdom,
CM1 3AF"	00249950	96010	7.4	0.0	45.5	32.9	6.9	9.7	44.0	56.0	68.0	32.0	82.0	18.0	70.0	30.0	https://countylinen.co.uk	Malcolm Clarke (Finance Director)	250 to 499	EASTERN COUNTIES LAUNDRIES LIMITED	False	05/04/2019 00:00:00	04/03/2019 15:48:03
848	EASTLEIGH CARE HOMES - HR LIMITED	"90-91, East Street,
South Molton,
EX36 3DF"	08509488	87900	-1.6	0.0	52.6	28.0	5.6	6.3	26.9	73.1	27.9	72.1	19.4	80.6	29.4	70.6	http://eastleighcarehomes.co.uk/wp-content/uploads/2018/04/Gender-Pay-Gap-report-2018.pdf	Kayleigh Kelland (Group Finance Director)	250 to 499	EASTLEIGH CARE HOMES - HR LIMITED	False	05/04/2019 00:00:00	11/03/2019 16:46:38
855	ECHO - U LIMITED	"4th, Floor Tyne House,
26 Side,
Newcastle Upon Tyne,
Tyne And Wear,
NE1 3JA"	04227565	73110	5.0	0.0	0.0	0.0	0.0	0.0	51.8	48.2	45.1	54.9	43.3	56.7	56.0	44.0	http://www.echo-u.co.uk/	David Blakey (Commercial Director)	250 to 499	ECHO - U LIMITED	False	05/04/2019 00:00:00	09/11/2018 17:49:50
858	EDA LEARNING AND DEVELOPMENT LIMITED	"302, Cirencester Business Park, Love Lane,
Cirencester,
Gloucestershire,
GL7 1XD"	07640458	85590	1.9	0.0	0.0	0.0	0.0	0.0	77.9	22.1	79.1	20.9	87.5	12.5	88.3	11.7		Duncan Naylor (Director)	250 to 499	EDA LEARNING AND DEVELOPMENT LIMITED	False	05/04/2019 00:00:00	06/04/2018 17:56:28
859	EDE & RAVENSCROFT LIMITED	"93 Chancery Lane,
London,
United Kingdom,
WC2A 1DU"	00424854	"14131,
14132,
14190,
47710"	15.8	0.0	-0.6	-5.0	54.0	46.0	45.0	55.0	47.0	53.0	41.0	59.0	63.0	37.0	https://www.edeandravenscroft.com/fileadmin/uploads/Ede_and_Ravenscroft_Gender_Pay_Gap_Report_2018.pdf	Emma Middleton (Operations Director)	250 to 499	EDE & RAVENSCROFT LIMITED	False	05/04/2019 00:00:00	22/03/2019 13:01:48
861	EDEN OUTSOURCE LIMITED	"Tuscam House, Trafalgar Way,
Camberley,
Surrey,
GU15 3BN"	04384396	82990	0.3	0.0	45.0	49.0	94.0	99.0	35.0	65.0	32.0	68.0	32.0	68.0	34.0	66.0		peter Giltrap (Director)	1000 to 4999	EDEN OUTSOURCE LIMITED	False	05/04/2019 00:00:00	19/02/2019 16:55:22
863	EDEN SUPPORTED LIVING LIMITED	"Friary House,
17a Friary Road,
Newark,
Nottinghamshire,
United Kingdom,
NG24 1LE"	07276039	87300	-2.9	0.0	65.0	72.0	60.0	48.0	27.0	73.0	27.0	73.0	27.0	73.0	25.0	75.0		Dawn Berry (Chief Operating Officer)	500 to 999	EDEN SUPPORTED LIVING LIMITED	False	05/04/2019 00:00:00	19/03/2019 10:51:35
869	EDINBURGH LEISURE	"Vantage Point, 3 Cultins Road,
Edinburgh,
EH11 4DF"	SC179259	"93110,
93130"	-1.0	0.0	0.0	0.0	0.0	0.0	47.0	53.0	56.0	44.0	46.0	54.0	58.0	42.0	https://www.edinburghleisure.co.uk/work-with-us	Karen Scott (Director of People)	500 to 999	EDINBURGH LEISURE	False	05/04/2019 00:00:00	02/11/2018 12:08:02
887	EMH CARE AND SUPPORT LIMITED	"02488821 Memorial House, Whitwick Business Park,
Stenson Road,
Coalville,
Leicestershire,
United Kingdom,
LE67 4JP"	02488821	"87200,
88100"	-3.6	0.0	0.0	0.0	0.0	0.0	22.5	77.5	33.6	66.4	22.5	77.5	17.6	82.4	https://www.emhgroup.org.uk/media/3589/emh-group-gender-pay-gap-report-2018.pdf	Joanne Tilley (Executive Director - Corporate Services)	500 to 999	EMH CARE AND SUPPORT LIMITED	False	05/04/2019 00:00:00	05/02/2019 15:05:16
889	EMOVIS OPERATIONS LEEDS LTD	"St John's Offices, Albion Street,
Leeds,
United Kingdom,
LS2 8LQ"	08703645	82990	2.6	0.0	9.4	-13.2	88.5	89.8	59.1	40.9	63.6	36.4	65.2	34.8	63.1	36.9		Beatriz Fuentes (HR Manager)	250 to 499	EMOVIS OPERATIONS LEEDS LTD	False	05/04/2019 00:00:00	10/05/2018 19:29:45
890	EMPARK UK LIMITED	"Saffron Court,
14b St Cross Street,
London,
England,
EC1N 8XA"	06631612	82990	-9.1	0.0	77.0	-60.6	2.4	1.5	94.3	5.7	70.4	29.6	84.1	15.9	77.3	22.7	http://www.empark.co.uk/	James Walker (Director of Managed Services)	250 to 499	NATIONAL CAR PARKS (EUK) LIMITED	False	05/04/2019 00:00:00	06/03/2019 14:24:48
905	Erewash Borough Council	"Town Hall,
Wharncliffe Road,
Ilkeston,
DE7 5RP"		"1,
84110"	9.6	0.0	0.0	0.0	0.0	0.0	45.4	54.6	50.4	49.6	38.9	61.1	51.9	48.1	https://www.erewash.gov.uk/media/EBC/web-files/personnel/Forms_Policies_and_Procedures/Gender_Pay_Gap_Report_2018_-_2019.pdf		250 to 499	Erewash Borough Council	False	31/03/2019 00:00:00	04/02/2019 13:46:43
909	Erskine Hospital	"C/O T C Young,
7 West George Street,
Glasgow,
United Kingdom,
G2 1BA"	SC174103	"86102,
87300"	0.0	0.0	0.0	0.0	0.0	0.0	24.2	75.8	25.5	74.5	15.8	84.2	25.6	74.4		Jane Scobie (Director of HR & OD)	500 to 999	Erskine Hospital	False	05/04/2019 00:00:00	09/01/2019 14:45:07
932	EXCELCARE (HOME CARE DIVISION) LIMITED	"99, Gray's Inn Road,
London,
WC1X 8TY"	03883402	87300	-1.1	0.0	-538.9	-538.9	2.3	1.0	21.0	79.0	16.4	83.6	16.4	83.6	18.0	82.0	http://www.excelcareholdings.com/home-care/	Osa Ogbeide (Head of HR & Payroll)	250 to 499	EXCELCARE (HOME CARE DIVISION) LIMITED	False	05/04/2019 00:00:00	19/02/2019 14:50:09
937	EXPD8 LIMITED	"1, Brunswick Square,
Bristol,
England,
BS2 8PE"	04601274	74909	4.7	0.0	-13.7	73.0	3.8	2.1	22.0	78.0	16.0	84.0	16.0	84.0	20.0	80.0	https://www.expd8.co.uk/blog/expd8-release-gender-pay-gap-reporting-as-at-april-2018/	Paul Roffey (Finance Director)	1000 to 4999	EXPD8 LIMITED	False	05/04/2019 00:00:00	21/05/2018 11:09:10
948	FALA FOODS LIMITED	"Kirkton House, Kirkton Of Cults,
Pitlessie,
Fife,
KY15 7TE"	SC423096	56102	-1.5	0.0	65.9	25.6	2.9	3.6	51.4	48.6	51.0	49.0	51.0	49.0	50.5	49.5		Shaun Doherty (Operations Consultant)	500 to 999	FALA FOODS LIMITED	False	05/04/2019 00:00:00	08/03/2019 14:13:39
949	Falcon Tower Crane Services Ltd	"Shipdham Airfield Industrial Estate,
Shipdham,
Thetford,
Norfolk,
United Kingdom,
IP25 7SD"	06475031	43999	2.1	0.0	-406.2	-1000.0	23.4	58.8	93.1	6.9	100.0	0.0	97.4	2.6	94.8	5.2	https://www.falconcranes.co.uk/what-we-do	Andy Brown (Commercial Director)	250 to 499	Falcon Tower Crane Services Ltd	False	05/04/2019 00:00:00	22/03/2019 13:54:14
959	FAT FACE LIMITED	"Unit 3 Ridgway,
Havant,
Hampshire,
United Kingdom,
PO9 1QJ"	02954734	47710	18.4	0.0	-14.1	8.0	35.6	24.4	20.0	80.0	21.2	78.8	19.0	81.0	29.6	70.4		Adrienne Heeley (HRD)	1000 to 4999	FAT FACE LIMITED	False	05/04/2019 00:00:00	21/03/2019 13:49:13
964	FDM GROUP LIMITED	"3rd , Floor, Cottons Centre,
Cottons Lane,
London,
SE1 2QG"	02542980	"62020,
62090,
78200"	5.7	0.0	19.1	14.8	94.4	84.9	68.3	31.7	70.0	30.0	67.4	32.6	77.0	23.0	https://www.fdmgroup.com/wp-content/uploads/Gender-Pay-Gap-Report-2018-Spreads.pdf	Roderick Flavell (Chief Executive Officer)	1000 to 4999	FDM GROUP LIMITED	False	05/04/2019 00:00:00	01/06/2018 17:33:04
965	Federation Of Jewish Services	"Heathlands Drive,
Prestwich,
Manchester,
United Kingdom,
M25 9SB"	05858766	87300	0.6	0.0	0.0	0.0	0.0	0.7	38.0	62.0	17.0	83.0	20.0	80.0	25.0	75.0		Dominic Irving (Finance Director)	250 to 499	Federation Of Jewish Services	False	05/04/2019 00:00:00	14/03/2019 14:25:28
982	FIRST PEOPLE RECRUITMENT LIMITED	"22, Queens Road,
Brighton,
East Sussex,
BN1 3XA"	02615736	"78109,
78200,
81100,
81299"	1.9	0.0	17.7	61.8	3.4	6.3	50.5	49.5	46.9	53.1	60.8	39.2	64.4	35.6	https://www.fprgroup.com/blog/fpr-group-news	Mark Foster (Managing Director)	1000 to 4999	FIRST PEOPLE RECRUITMENT LIMITED	False	05/04/2019 00:00:00	14/03/2019 16:35:55
991	FISHKEEPER LIMITED	"Unit 4, Thorpe Court,
Delta Way,
Egham,
Surrey,
TW20 8RX"	09156680	78109	3.7	0.0	55.5	50.0	52.3	37.8	71.0	29.0	76.0	24.0	69.0	31.0	79.0	21.0		David Lawrence (CEO)	500 to 999	FISHKEEPER LIMITED	False	05/04/2019 00:00:00	08/02/2019 11:41:33
1003	FOOTASYLUM PLC	"Sandbrook House,
Sandbrook Park,
Rochdale,
Lancashire,
United Kingdom,
OL11 1RY"	05535565	"47710,
47721,
47910"	11.3	0.0	63.5	50.0	12.0	14.0	44.7	55.3	53.1	46.9	56.2	43.8	59.3	40.7	https://www.footasylum.com/	Nancy Kelsall (Company Secretary)	1000 to 4999	FOOTASYLUM PLC	False	05/04/2019 00:00:00	22/03/2019 09:16:35
1007	FORDE RECRUITMENT LIMITED	"183, Fraser Road,
Sheffield,
South Yorkshire,
S8 0JP"	03729915	78200	2.1	0.0	-5.2	38.4	0.0	22.7	88.5	11.5	91.4	8.6	90.8	9.2	82.9	17.1	http://www.forde-recruitment.co.uk/wp-content/uploads/2019/01/GENDER-PAY-GAP-REPORT-Snapshot-April-2018-updated-Jan-2019-MH-Edited.pdf	Claire McIlwaine (Finance Director)	500 to 999	FORDE RECRUITMENT LIMITED	False	05/04/2019 00:00:00	25/02/2019 16:26:12
1008	FORE STREET EMPLOYMENT AGENCY LIMITED	"Building 2 30 Friern Park,
North Finchley,
London,
United Kingdom,
N12 9DA"	05192969	78300	0.0	4.1	2.5	2.0	51.0	27.0	64.4	35.6	69.4	30.6	75.8	24.2	77.5	22.5		Cath Clark Clark (Accounts Manager)	250 to 499	FORE STREET EMPLOYMENT AGENCY LIMITED	False	05/04/2019 00:00:00	12/03/2019 15:39:40
1010	Forest Heath District Council	"College Heath Road,
Mildenhall, Suffolk,
IP28 7EY"		1	-0.5	0.0	12.8	0.0	31.2	30.1	60.0	40.0	46.8	53.2	47.4	52.6	48.8	51.2	https://www.westsuffolk.gov.uk/Council/Data_and_information/upload/Gender-Pay-Gap-Report-February-2019-2.pdf		Less than 250	Forest Heath District Council	False	31/03/2019 00:00:00	12/02/2019 14:40:24
1013	FORREST RECRUITMENT LIMITED	"296, Manchester Road,
Warrington,
WA1 3RB"	01897196	"78109,
78200"	-0.3	0.0	-114.0	-54.2	1.4	8.4	15.0	85.0	15.0	85.0	10.4	89.6	12.4	87.6		W J Forrest (M.D.)	500 to 999	FORREST RECRUITMENT LIMITED	False	05/04/2019 00:00:00	20/02/2019 10:22:32
1018	FORZA FOODS LIMITED	"IPL,
Unit 1 Foxbridge Way,
Normanton Industrial Estate,
Normanton,
West Yorkshire,
England,
WF6 1TN"	07224571	10130	20.1	0.0	-8.3	59.3	2.4	0.9	50.0	50.0	50.0	50.0	35.0	65.0	70.9	29.1		David Harris (Financial Controller)	1000 to 4999	FORZA FOODS LIMITED	False	05/04/2019 00:00:00	05/02/2019 15:25:51
1028	FRESHTIME UK LIMITED	"Riverside Industrial Estate,
Marsh Lane,
Boston,
Lincolnshire,
United Kingdom,
PE21 7RJ"	03877917	10890	7.0	0.0	100.0	0.0	53.0	42.0	60.0	40.0	64.0	36.0	60.0	40.0	71.8	28.2	https://www.freshtime.co.uk	Ian Ripley (Co Secretary)	250 to 499	FRESHTIME UK LIMITED	False	05/04/2019 00:00:00	21/03/2019 13:10:04
1054	GASTRONOMY FOODS UK LIMITED	"1st Floor, Kfc Earls Park, Arlington Way,
Battlefield Road,
Shrewsbury,
Shropshire,
United Kingdom,
SY1 4AB"	05612486	56101	-3.8	0.0	6.3	20.0	53.3	46.7	54.8	45.2	58.3	41.7	54.8	45.2	61.2	38.8		Saeed Muhammad (Finance Director)	250 to 499	GASTRONOMY FOODS UK LIMITED	False	05/04/2019 00:00:00	13/03/2019 12:30:02
1055	GASTRONOMY RESTAURANTS LIMITED	"1st, Floor, Kfc Earls Park, Arlington Way,
Battlefield Road,
Shrewsbury,
Shropshire,
England,
SY1 4AB"	10693377	56290	3.1	0.0	60.9	75.9	60.0	40.0	28.0	72.0	76.2	23.8	50.8	49.2	53.4	46.6		Saeed Muhammad (Finance Director)	500 to 999	GASTRONOMY RESTAURANTS LIMITED	False	05/04/2019 00:00:00	13/03/2019 12:35:19
1074	Gedling Borough Council	"Civic Centre,
Arnot Hill Park,
Arnold,
Nottingham,
Nottinghamshire,
United Kingdom,
NG5 6LU"		"1,
84110"	5.1	0.0	0.0	0.0	0.0	1.0	44.7	55.3	45.8	54.2	48.7	51.3	49.3	50.7	https://www.gedling.gov.uk/council/aboutus/financeandaccounts/opendata/genderpaygapdata/		250 to 499	Gedling Borough Council	False	31/03/2019 00:00:00	28/12/2018 10:51:37
1079	GENERATE FS LIMITED	"Unit 3 New Concordia Wharf,
Mill Street,
London,
England,
SE1 2BB"	08245483	78200	2.8	0.0	-1.8	-25.0	89.9	91.7	39.6	60.4	32.5	67.5	38.4	61.6	37.5	62.5	https://generate-fs.co.uk/doc-library/	Robbie Smith (Finance Director)	5000 to 19,999	GENERATE FS LIMITED	False	05/04/2019 00:00:00	26/02/2019 08:51:52
1108	GLOUCESTERSHIRE GATEWAY LIMITED	"Westmorland Place,
Orton,
Penrith,
Cumbria,
United Kingdom,
CA10 3SB"	07002304	"47110,
56102"	4.1	0.0	0.0	0.0	0.0	0.0	40.3	59.7	41.0	59.0	41.0	59.0	51.3	48.7	https://www.gloucesterservices.com/Gloucestershire-Gateway-Limited-Gender-Pay-Gap-Report	Laurence King (Vice Chairman)	250 to 499	GLOUCESTERSHIRE GATEWAY LIMITED	False	05/04/2019 00:00:00	04/02/2019 13:19:11
1127	Gravity Personnel	"1-3 Greyfriars Road,
Reading,
RG1 1NU"		"78109,
78200"	-12.7	0.0	0.0	0.0	0.0	0.0	41.7	58.3	58.3	41.7	61.1	38.9	68.1	31.9		Catherine Sharma (Partner)	250 to 499	Gravity Personnel	False	05/04/2019 00:00:00	20/04/2018 16:20:26
1157	Guild Care	"Methold House,
North Street,
Worthing,
West Sussex,
United Kingdom,
BN11 1DU"	03021390	87100	4.0	0.0	0.0	0.0	0.0	0.0	25.0	75.0	7.0	93.0	17.0	83.0	20.0	80.0	https://www.guildcare.org/Handlers/Download.ashx?IDMF=57016d2e-5ae7-44e0-ad5d-368330ae6dca	Margaret Sturmey (Head of HR)	500 to 999	Guild Care	False	05/04/2019 00:00:00	15/02/2019 09:18:24
1161	H J L Restaurants Ltd	"Mcdonalds Tybridge Retail Park,
Hylton Road,
Worcester,
Worcestershire,
United Kingdom,
WR2 5JS"	06424513	56102	1.0	0.0	14.0	20.0	28.0	27.0	51.0	49.0	54.0	46.0	53.0	47.0	58.0	42.0		Trevor Smith (Managing Director)	250 to 499	H J L Restaurants Ltd	False	05/04/2019 00:00:00	21/03/2019 15:55:00
1162	H L PLASTICS LIMITED	"Flamstead House,
Denby Hall Business Park,
Denby,
Derbyshire,
United Kingdom,
DE5 8JX"	03360857	22290	-4.3	0.0	25.7	40.0	29.0	50.0	91.0	9.0	86.0	14.0	84.0	16.0	93.0	7.0		Martin Thurley (Group Managing Director)	500 to 999	H L PLASTICS LIMITED	False	05/04/2019 00:00:00	22/03/2019 16:57:01
1176	HALL CLEANING SERVICES LIMITED	"Knowsley Business Park, Caddick Road,
Prescot,
L34 9HP"	01545130	96090	2.7	0.0	0.0	0.0	0.5	0.5	16.7	83.3	16.7	83.3	16.7	83.3	16.7	83.3	https://hallcleaning.uk/gender-pay-gap-report/	Allan Ashurst (Technical Director)	250 to 499	HALL CLEANING SERVICES LIMITED	False	05/04/2019 00:00:00	01/05/2018 23:38:27
1179	HAMILTON MAYDAY LIMITED	"4th, Floor 7/10 Chandos Street,
London,
United Kingdom,
W1G 9DQ"	10462797	82990	6.5	0.0	0.0	0.0	0.0	0.0	45.7	54.3	55.4	44.6	67.7	32.3	76.1	23.9	http://www.hamiltonmayday.co.uk/about-us/gender-pay-gap-report/	Stephen Honey (Group Operations Director)	500 to 999	HAMILTON MAYDAY LIMITED	False	05/04/2019 00:00:00	22/02/2019 13:03:37
1184	HANLEY & JONES LIMITED	"End House, 337 Jockey Road Boldmere,
Sutton Coldfield,
Birmingham,
B73 5XD"	04682946	81299	0.5	0.0	0.0	0.0	0.0	0.0	19.0	81.0	16.9	83.1	17.0	83.0	16.7	83.3	https://www.minstercleaning.co.uk/gender-pay-gap-reporting	Kevin Jones (Director)	250 to 499	HANLEY & JONES LIMITED	False	05/04/2019 00:00:00	08/08/2018 09:38:52
1192	Haringey Council	"Civic Centre,
High Road,
London,
N22 8LE"		"1,
84110"	3.9	0.0	0.0	0.0	0.0	0.0	41.0	59.0	24.0	76.0	32.0	68.0	40.0	60.0	https://www.haringey.gov.uk/local-democracy/performance-and-finance/gender-pay-gap		1000 to 4999	Haringey Council	False	31/03/2019 00:00:00	12/02/2019 13:11:28
1209	HBN RESTAURANTS LIMITED	"Granary Cottage,
Moorhouse,
Carlisle,
Cumbria,
United Kingdom,
CA5 6EY"	04184849	56102	0.0	4.0	-14.0	7.0	47.0	55.0	54.0	46.0	51.0	49.0	50.0	50.0	42.0	58.0		Sue Nicholls (Director)	500 to 999	HBN RESTAURANTS LIMITED	False	05/04/2019 00:00:00	28/11/2018 09:55:39
1217	HEATHCOTES CARE LIMITED	"37 Station Road,
Chesterfield,
Derbyshire,
United Kingdom,
S41 7BF"	05232834	87900	8.5	0.0	0.0	0.0	2.5	1.7	31.3	68.7	29.7	70.3	39.1	60.9	26.6	73.4	http://www.heathcotes.net/gender-pay-gap-data/	Angela Limb (Financial Director)	250 to 499	HEATHCOTES CARE LIMITED	False	05/04/2019 00:00:00	27/02/2019 15:00:54
